COUNTY,MESOZONE,rank11,rank21,rank23,rank3133,rank42,rank4445,rank4849,rank22,rank51,rank52,rank53,rank54,rank55,rank56,rank61,rank62,rank71,rank72,rank81,rank92,rank99
64001,297,3,3,10,8,3,9,3,3,6,3,8,3,3,7,3,7,3,9,3,3,6
64001,298,1,1,7,9,4,8,3,2,3,2,6,5,1,9,7,10,4,6,8,5,
64001,299,2,2,10,8,5,6,5,2,2,2,4,2,2,9,7,9,6,8,7,4,
64001,300,5,1,8,7,6,9,7,1,1,3,3,4,1,10,8,9,4,5,6,1,7
64001,301,2,2,8,10,5,9,8,2,4,6,4,2,2,6,7,7,2,9,5,2,2
64001,302,6,1,10,7,7,9,4,4,3,1,1,5,1,5,6,8,1,8,9,3,6
64001,303,2,2,8,7,8,9,7,2,5,2,2,2,2,6,5,10,2,6,9,2,4
64001,304,2,2,8,7,6,4,6,2,8,2,2,2,2,10,9,9,4,7,5,2,1
64001,305,5,2,8,9,2,10,8,2,2,2,2,7,2,2,2,7,6,6,9,2,5
64001,306,3,3,3,8,3,8,7,3,7,3,3,3,3,10,9,3,3,9,3,3,4
64001,307,4,2,10,8,6,5,6,2,2,2,4,6,2,9,2,9,5,7,7,2,7
64001,308,2,2,7,9,7,2,10,2,5,2,2,4,2,9,8,8,5,6,4,6,5
64001,309,1,1,9,8,4,10,7,3,3,5,1,6,1,9,4,6,1,8,7,5,9
64001,310,5,2,7,8,2,6,9,5,2,2,2,2,2,7,6,8,4,9,10,4,2
64001,311,2,2,6,6,2,9,9,2,7,2,2,2,2,2,5,10,2,8,8,7,9
64001,312,2,2,2,8,5,10,7,2,5,9,4,7,2,9,6,5,8,2,4,2,9
64001,313,2,2,6,8,2,8,10,5,2,2,7,7,2,2,6,9,2,9,2,5,1
64001,314,3,3,3,3,9,8,3,3,3,3,3,7,3,6,9,10,3,7,6,8,2
64001,315,2,2,2,9,4,7,5,2,6,7,4,9,2,4,8,10,2,2,8,6,5
64001,316,5,2,6,7,2,8,2,2,2,6,10,7,2,9,5,9,2,2,4,8,1
64001,317,1,1,7,7,3,5,9,1,1,4,6,8,1,5,9,10,1,8,4,6,6
64001,318,2,2,6,2,2,8,2,2,5,7,7,7,2,2,10,9,2,2,9,6,
64001,319,1,1,6,6,4,9,3,1,3,7,3,8,1,5,10,7,2,9,4,8,2
64001,320,1,1,4,8,2,6,6,1,3,8,4,7,1,5,9,10,7,3,5,9,1
64001,321,5,5,5,5,5,10,5,5,5,5,5,5,5,5,5,5,5,5,5,5,9
64001,322,1,1,8,5,4,10,9,3,3,4,2,6,1,7,7,8,1,6,9,4,4
64001,323,1,1,3,6,3,4,7,1,5,2,6,3,1,8,9,10,5,8,9,7,2
64001,324,3,1,9,8,6,10,4,6,5,5,1,3,1,8,3,9,1,7,6,1,3
64001,325,2,2,8,2,7,2,9,8,7,6,2,2,2,2,5,9,7,2,9,5,8
64001,326,2,2,8,7,2,10,5,2,4,8,2,6,2,9,5,7,8,4,2,6,4
64001,327,2,2,10,2,2,2,8,7,2,6,2,5,2,8,7,9,2,9,2,6,6
64001,328,6,1,9,10,5,7,5,1,2,3,5,1,1,8,4,8,3,9,7,4,6
64001,329,1,1,10,7,5,8,6,1,5,3,7,4,1,8,6,3,1,9,9,4,8
64001,330,2,2,9,8,2,7,4,2,2,4,5,6,2,5,9,8,2,10,7,6,4
64001,331,1,1,7,9,4,10,1,1,5,5,3,8,1,9,6,3,7,6,4,8,5
64001,332,1,1,8,6,1,9,6,1,4,7,1,5,1,9,7,10,4,6,3,4,8
64001,333,1,1,6,7,3,9,8,1,2,2,4,7,3,5,8,10,4,9,5,6,
64001,334,1,1,5,9,7,6,8,1,6,5,3,8,1,4,9,10,5,4,2,3,8
64001,335,1,1,5,7,6,8,1,3,4,4,1,9,1,1,9,10,7,8,7,5,7
64001,336,1,1,6,8,4,5,1,4,4,7,1,9,1,1,9,10,5,7,8,6,
64001,337,1,1,5,7,7,5,4,4,6,8,3,9,1,1,9,10,3,8,6,1,3
64001,338,2,2,8,6,2,7,5,2,8,2,4,9,2,4,10,9,7,6,5,2,9
64001,339,1,1,5,8,1,5,7,4,6,6,1,9,1,8,10,9,4,1,7,3,5
64001,340,1,1,6,7,4,4,1,5,6,8,1,9,1,7,9,10,5,3,1,8,4
64001,341,1,1,6,7,1,6,7,5,3,3,3,9,1,5,9,10,2,4,8,8,9
64001,342,2,2,6,8,6,9,2,2,5,2,2,7,2,2,9,10,2,5,7,8,6
64001,343,1,1,4,5,4,8,5,1,1,6,7,9,1,1,10,9,3,8,7,7,1
64001,344,1,1,1,4,1,7,3,3,6,6,1,8,1,5,10,9,7,5,9,5,5
64001,345,3,1,7,8,2,4,3,1,6,6,2,10,1,4,9,9,4,8,5,7,7
64001,346,1,1,3,7,1,5,3,1,7,5,4,10,1,3,9,9,6,8,6,6,2
64001,347,3,1,8,7,1,7,1,4,8,4,3,9,1,5,9,10,1,6,6,4,7
64001,348,2,2,2,2,5,6,2,8,7,5,2,10,2,4,9,9,2,7,4,8,
64001,349,1,1,7,5,5,4,8,1,8,4,4,10,1,1,9,9,6,7,6,3,1
64001,350,1,1,7,5,6,4,3,2,8,5,5,10,1,4,9,9,7,1,8,2,
64001,351,2,2,7,5,2,8,2,2,7,2,2,9,2,6,8,10,6,5,9,2,4
64001,352,2,2,4,4,5,8,2,5,7,2,7,10,2,2,9,9,8,2,5,6,5
64001,353,2,2,6,7,2,2,2,2,6,2,2,10,2,5,9,9,7,2,8,8,
64001,354,2,2,6,8,2,2,5,2,4,7,2,10,2,5,9,8,2,6,9,5,4
64001,355,2,2,6,8,2,9,2,2,6,2,7,9,5,2,10,8,2,2,7,5,3
64001,356,2,2,4,7,6,4,2,6,2,6,5,9,2,2,9,10,8,2,7,4,9
64001,357,1,1,1,5,1,9,6,1,7,8,6,9,1,5,10,8,7,4,4,4,8
64001,358,1,1,6,8,3,4,1,1,7,5,4,10,1,7,9,9,3,6,8,5,4
64001,359,1,1,4,4,1,8,1,1,7,6,6,10,1,4,9,8,3,7,9,5,8
64001,360,2,2,2,9,2,8,5,2,4,6,7,10,2,6,8,9,7,2,4,2,7
64001,361,2,,2,6,4,8,2,5,7,7,1,10,4,4,9,8,,5,9,6,2
64001,362,1,1,7,7,1,8,5,6,6,1,1,9,3,1,9,10,4,5,4,8,7
64001,363,1,1,8,3,3,4,5,1,8,7,5,10,1,3,9,9,6,1,7,5,
64001,364,2,2,7,9,2,8,2,2,2,2,2,10,2,6,9,7,8,2,6,5,2
64001,365,7,1,5,6,3,5,1,1,3,6,4,10,1,4,8,9,9,3,8,7,3
64001,366,1,1,5,6,4,9,1,3,8,1,6,10,1,1,9,8,7,7,5,4,3
64001,367,3,3,3,3,3,7,3,3,6,7,3,9,3,3,10,9,8,3,6,8,2
64001,368,2,2,8,4,2,6,5,2,5,4,2,9,2,6,10,9,8,2,7,7,5
64001,369,2,2,8,7,2,7,2,2,5,4,2,9,4,4,10,9,6,8,6,2,
64001,370,1,1,4,5,1,9,1,3,7,8,1,9,1,5,10,8,5,4,6,7,4
64001,371,1,1,7,4,1,8,1,1,8,6,5,9,1,3,10,9,6,4,5,7,9
64001,372,2,2,2,6,2,8,2,2,7,5,2,10,2,5,9,9,6,2,7,8,8
64001,373,2,2,9,2,2,5,6,2,5,7,2,8,2,4,10,9,5,2,7,8,
64001,374,1,1,3,9,1,8,3,1,7,7,4,9,1,1,10,6,5,6,8,4,5
64001,375,1,1,4,8,6,8,3,3,7,2,2,10,1,6,9,9,4,3,5,7,1
64001,376,2,2,2,8,2,8,4,2,7,2,7,9,2,5,10,9,4,5,7,6,8
64001,377,1,1,3,6,2,6,3,1,7,5,5,9,1,4,9,8,10,4,8,7,3
64001,378,2,2,2,5,2,10,2,2,9,7,6,9,2,4,8,7,8,4,4,5,8
64001,379,2,1,2,1,8,7,4,3,6,5,3,9,1,4,9,10,5,6,6,8,6
64001,380,1,1,5,5,3,8,1,1,7,7,8,10,1,6,9,9,3,6,4,4,
64001,381,1,1,3,8,3,8,5,1,6,4,7,10,1,7,9,9,3,1,6,5,
64001,382,4,1,2,6,6,8,1,1,3,4,7,9,1,5,10,8,3,7,9,5,2
64001,383,1,1,6,9,4,8,1,3,4,5,1,9,1,6,10,8,3,7,7,5,7
64001,384,2,2,5,8,2,4,2,2,7,6,6,8,2,5,10,9,9,2,4,7,6
64001,385,3,1,5,6,4,5,1,1,7,3,1,9,1,4,10,8,7,8,9,6,6
64001,386,1,1,3,4,6,8,4,1,5,7,1,10,1,4,9,9,3,7,8,6,1
64001,387,1,1,1,5,4,7,4,1,9,8,7,9,4,1,10,8,3,1,6,6,
64001,388,3,3,7,3,3,8,3,3,7,6,3,9,3,3,10,9,3,8,3,3,1
64001,389,2,2,2,7,2,8,2,2,6,2,2,9,2,2,10,8,7,9,6,5,2
64001,390,1,1,1,5,6,7,4,3,7,7,5,9,1,6,10,9,1,3,8,4,5
64001,391,2,2,2,4,2,7,5,2,9,5,6,9,2,7,10,8,2,8,7,4,2
64001,392,2,2,5,7,4,6,2,2,7,2,2,9,2,6,10,9,4,8,8,5,6
64001,393,2,2,2,2,2,6,2,2,6,8,8,6,2,2,10,7,5,9,9,2,8
64001,394,2,2,2,2,2,8,2,2,9,5,6,9,2,7,10,7,5,6,8,4,3
64001,395,2,2,2,7,2,7,5,2,5,2,8,9,2,2,10,6,9,8,2,6,5
64001,396,2,2,2,6,2,7,2,2,4,5,8,8,2,6,10,9,5,9,4,7,
64001,397,4,1,1,7,6,8,1,1,5,3,6,7,1,3,10,9,8,9,4,5,3
64001,398,2,2,2,6,2,9,2,2,2,2,7,5,2,5,10,6,8,9,8,7,9
64001,399,1,1,5,7,4,9,4,3,6,8,5,9,1,1,10,8,1,7,6,3,1
64001,400,4,2,2,5,7,6,2,2,8,2,5,9,2,2,10,6,8,9,2,7,7
64001,401,3,1,5,7,5,4,4,1,8,1,6,9,1,7,10,9,6,3,8,1,8
64001,402,4,1,5,9,1,8,1,1,6,3,6,9,1,7,10,8,4,5,1,7,1
64001,403,2,2,7,2,2,8,2,2,5,4,4,9,2,6,10,9,6,5,8,7,4
64001,404,2,2,4,7,2,5,5,2,8,4,2,9,2,2,10,9,7,6,8,6,9
64001,405,1,1,3,5,3,8,1,1,5,4,7,10,1,6,9,8,6,9,7,4,7
64001,406,2,2,2,8,5,6,8,2,6,7,2,9,2,2,10,9,5,2,7,5,
64001,407,1,1,6,4,4,8,7,3,1,5,1,9,1,5,10,7,3,9,7,6,6
64001,408,2,2,2,2,2,7,2,2,6,6,4,10,2,5,9,9,5,8,7,8,5
64001,409,2,1,4,6,3,7,3,1,8,1,5,9,1,7,10,9,4,8,6,4,9
64001,410,1,1,7,5,6,8,4,2,5,2,4,9,1,3,10,8,3,9,7,6,8
64001,411,4,1,6,9,6,2,1,1,3,8,3,9,1,5,9,7,7,4,8,5,9
64001,412,1,1,6,7,1,8,4,3,3,5,2,9,1,7,10,8,4,5,9,6,7
64001,413,2,2,7,6,4,9,2,2,6,2,7,8,2,2,9,10,5,2,4,8,8
64001,414,2,2,9,5,2,9,2,2,7,2,2,8,2,6,10,8,2,7,6,5,
64001,415,2,2,6,8,2,7,2,2,6,2,5,9,2,2,10,8,2,9,7,5,3
64001,416,1,1,4,7,4,9,6,1,3,4,1,10,1,6,9,8,8,3,5,7,1
64001,417,2,2,4,6,2,10,2,2,9,6,5,8,2,7,9,8,4,7,2,5,1
64001,418,2,2,7,6,2,8,2,2,2,2,6,9,2,5,10,9,5,8,4,7,
64001,419,2,2,6,6,2,9,4,2,7,2,2,9,2,5,10,8,5,7,8,2,1
64001,420,1,1,6,6,1,10,4,1,8,5,5,8,1,3,9,9,7,4,7,3,5
64001,421,1,1,1,6,5,8,4,1,9,5,4,9,1,1,10,8,7,3,7,6,8
64001,422,2,2,6,9,2,8,5,2,6,5,4,10,2,2,9,7,2,2,8,7,2
64001,423,4,2,8,2,7,8,2,2,2,2,2,9,2,6,10,7,5,5,6,9,9
64001,424,2,2,2,6,2,7,2,2,2,9,7,9,2,5,10,8,8,5,6,2,
64001,425,1,1,3,5,1,7,5,4,6,4,1,9,1,9,10,8,7,7,6,1,8
64001,426,2,2,5,6,4,9,2,2,8,5,2,8,2,2,10,9,2,7,6,7,9
64001,427,2,2,2,5,2,8,4,2,5,6,2,10,2,6,9,9,8,7,2,7,6
64001,428,2,2,4,2,6,8,6,2,4,2,2,8,2,4,10,9,7,9,5,6,2
64001,429,2,2,2,2,5,8,2,2,6,7,5,9,2,6,10,8,2,2,9,7,5
64001,430,2,2,2,7,2,8,2,2,6,8,2,10,2,5,9,9,6,7,2,2,6
64001,431,1,4,1,8,6,6,1,5,7,9,7,10,1,1,9,8,5,1,4,4,8
64001,432,1,1,3,5,3,9,1,1,6,5,4,10,1,4,8,7,6,9,8,6,6
64001,433,1,3,3,4,6,9,6,1,4,7,1,9,1,7,8,10,1,5,8,5,
64001,434,2,2,6,8,2,5,2,4,8,2,2,10,2,7,9,9,4,5,7,6,8
64001,435,1,1,6,3,1,7,5,1,8,7,4,9,1,6,10,9,5,8,3,3,5
64001,436,2,2,5,5,2,10,5,2,6,2,2,8,2,7,9,7,8,2,9,4,2
64001,437,3,1,3,5,1,8,9,1,7,6,1,9,1,4,5,6,4,7,10,8,3
64001,438,1,1,6,4,7,9,1,1,5,1,4,7,1,7,9,8,5,10,6,3,8
64001,439,1,1,5,3,5,7,8,3,4,5,1,6,1,8,9,10,4,9,7,2,4
64001,440,5,1,1,7,4,7,6,1,3,3,6,8,1,9,10,9,5,4,8,1,7
64001,441,1,1,5,4,1,7,5,3,6,1,1,7,1,6,9,9,10,4,8,7,4
64001,442,7,3,3,7,3,3,3,3,7,3,3,9,3,3,8,6,9,3,3,10,7
64001,443,1,1,8,5,6,9,3,4,6,7,1,9,1,5,10,8,1,1,4,7,
64001,444,3,3,3,9,8,8,3,3,6,7,3,10,3,3,6,9,3,7,3,3,1
64001,445,1,2,3,4,8,7,1,1,5,7,4,10,1,3,9,9,6,8,5,6,3
64001,446,2,2,6,7,2,10,8,2,7,8,2,9,2,5,5,9,2,6,4,4,2
64001,447,2,2,2,5,5,2,2,2,8,8,4,10,2,6,9,9,5,2,7,7,8
64001,448,2,2,2,7,5,8,2,4,7,6,2,10,2,6,9,9,8,2,2,5,3
64001,449,1,1,4,7,4,10,1,1,8,3,6,9,1,4,9,8,7,6,5,5,1
64001,450,1,1,9,9,1,7,6,4,3,3,3,10,1,5,7,6,4,8,5,6,6
64001,451,3,1,1,8,3,7,5,1,5,5,9,10,1,2,9,8,6,4,4,7,7
64001,452,2,2,2,5,2,8,2,2,6,7,8,10,4,2,9,9,4,7,6,5,8
64001,453,4,4,4,4,4,9,4,4,4,4,8,10,4,4,4,9,4,4,4,4,6
64001,454,2,2,2,6,7,8,2,2,8,7,6,9,2,2,9,10,2,2,5,2,7
64001,455,2,2,9,8,5,9,2,2,5,4,6,10,2,2,7,8,6,2,2,7,6
64001,456,5,4,6,7,2,8,2,2,5,8,7,9,2,2,6,10,2,2,9,2,9
64001,457,2,2,7,8,2,2,2,7,2,10,2,9,5,6,7,9,6,2,2,2,5
64001,458,1,1,7,5,1,9,3,1,4,8,6,10,1,6,8,9,5,1,4,7,3
64001,459,1,1,3,8,2,8,6,5,5,7,4,10,1,4,9,9,7,3,2,6,7
64001,460,3,1,6,5,4,8,5,5,1,9,7,9,1,7,10,8,3,3,1,1,4
64001,461,1,1,8,5,3,9,3,1,1,6,5,7,1,3,9,10,4,8,5,7,5
64001,462,1,1,7,5,1,6,1,1,8,4,3,10,4,6,8,9,4,6,9,1,8
64001,463,2,,4,9,2,7,6,1,6,5,3,10,,3,8,9,8,5,4,7,8
64001,464,1,1,9,4,1,8,5,1,6,5,1,8,1,3,5,9,9,7,4,7,2
64001,465,4,1,9,3,1,5,10,6,8,6,1,4,1,1,8,9,7,7,5,3,4
64001,466,1,3,8,10,1,8,4,1,6,5,5,9,1,1,6,9,7,1,4,7,3
64001,467,3,3,3,8,3,6,3,3,3,8,3,9,3,6,9,10,7,3,3,7,1
64001,468,,1,1,2,2,3,3,4,4,5,5,6,6,7,7,8,8,9,9,10,8
64001,469,2,1,4,7,5,8,9,3,1,7,4,8,1,6,10,9,5,3,6,1,4
64001,470,1,1,4,8,7,5,3,2,7,5,8,9,1,6,9,10,2,4,2,6,8
64001,471,1,1,5,8,3,7,5,1,6,10,1,9,1,7,8,9,4,3,6,4,1
64001,472,4,2,6,2,2,9,8,2,4,2,2,9,2,5,4,7,5,10,7,8,
64001,473,2,2,2,5,4,2,4,2,2,7,6,8,2,6,9,10,7,9,5,8,2
64001,474,1,1,3,5,4,10,8,1,4,5,7,6,1,7,3,9,2,9,8,6,5
64001,475,1,1,3,6,5,9,6,1,3,4,4,6,1,1,8,9,5,8,10,7,8
64001,476,2,2,6,7,8,6,9,5,5,2,4,8,2,2,7,10,2,4,2,9,3
64001,477,2,2,2,9,2,10,5,2,2,2,6,8,2,7,7,9,2,8,5,5,2
64001,478,1,1,4,5,7,9,4,3,7,1,2,9,1,8,6,10,3,6,8,4,9
64001,479,1,1,1,8,9,5,6,7,7,4,1,10,1,3,8,9,5,3,6,4,8
64001,480,2,2,6,2,5,5,7,2,9,4,2,10,2,2,8,7,8,6,9,2,7
64001,481,1,1,4,7,3,7,9,1,1,5,4,10,1,1,6,8,9,5,6,8,
64001,482,2,2,2,7,2,9,4,2,4,8,5,10,2,6,9,8,6,7,5,2,
64001,483,2,6,8,8,5,7,2,2,5,2,2,6,2,2,9,10,4,2,7,9,
64001,484,1,1,1,9,4,8,7,7,8,4,1,9,1,5,5,10,1,6,6,3,8
64001,485,2,2,5,6,2,2,6,2,5,4,2,8,2,8,10,9,7,9,2,7,4
64001,486,2,2,2,7,2,9,2,2,5,5,8,8,2,2,6,9,2,7,2,10,7
64001,487,1,1,6,9,1,6,5,1,4,7,1,9,1,5,8,10,3,4,8,7,3
64001,488,3,3,3,7,10,9,6,3,3,9,3,8,3,3,7,3,3,8,3,3,1
64001,489,3,3,3,8,3,3,7,9,3,3,3,10,3,3,8,9,6,7,3,3,8
64001,490,2,2,9,6,2,10,5,2,8,2,6,7,2,2,9,5,7,8,2,2,2
64001,491,2,2,5,7,2,9,9,2,4,2,2,8,2,2,6,10,4,8,6,7,
64001,492,1,1,5,4,2,9,5,1,4,9,3,7,1,6,8,10,3,7,8,6,1
64001,493,1,1,5,9,7,6,3,1,5,2,7,10,1,4,6,9,8,8,3,4,
64001,494,1,1,5,6,3,7,3,1,4,9,4,8,3,6,7,10,9,2,8,5,5
64001,495,1,1,6,4,3,7,6,1,8,4,3,10,1,2,9,8,6,5,9,5,8
64001,496,2,2,7,5,2,9,2,2,8,6,2,9,6,4,10,2,4,7,8,5,
64001,497,1,1,3,6,7,9,3,4,4,10,1,9,1,1,6,8,5,7,5,8,
64001,498,1,1,7,3,2,6,4,2,8,5,3,10,1,6,8,9,5,9,4,7,
64001,499,2,2,8,4,2,10,2,2,5,5,2,8,2,7,2,7,5,8,9,6,6
64001,500,1,1,3,7,1,8,8,1,5,4,6,9,1,1,5,10,7,9,4,6,3
64001,501,2,2,5,7,7,10,8,2,6,2,2,9,2,4,5,9,2,8,5,2,
64001,502,2,2,2,10,2,7,6,5,4,4,2,7,2,2,9,8,5,9,8,6,1
64001,503,3,3,6,8,3,6,3,7,3,9,3,8,3,3,7,9,3,10,3,3,5
64001,504,2,2,7,9,7,9,2,2,5,10,2,4,2,2,8,8,5,5,6,2,7
64001,505,1,1,1,7,3,9,6,4,4,10,5,9,1,2,8,8,5,7,6,3,8
64001,506,1,1,7,8,2,3,6,2,5,6,7,9,1,4,9,10,3,5,4,8,5
64001,507,1,1,3,9,1,6,9,4,5,8,3,10,1,1,7,8,4,5,6,7,2
64001,508,4,1,6,7,3,1,4,1,7,8,5,9,1,3,9,10,2,5,8,6,6
64001,509,1,1,6,7,2,7,5,5,6,8,4,9,1,2,9,10,3,7,4,3,8
64001,510,2,2,2,6,5,5,7,2,7,4,2,8,2,6,8,10,2,9,9,4,6
64001,511,1,1,5,3,4,7,2,3,2,7,8,9,1,8,5,10,6,6,9,4,7
64001,512,2,,5,7,6,9,8,2,3,4,1,4,,8,9,10,5,6,3,7,7
64001,513,2,2,8,6,2,5,2,2,8,7,6,10,2,2,9,8,2,2,5,7,6
64001,514,1,1,2,8,5,8,7,2,4,3,7,10,3,6,9,9,1,6,5,4,4
64001,515,2,2,7,2,2,2,6,2,8,9,2,10,2,5,8,6,2,6,2,9,1
64001,516,1,1,3,10,1,7,7,6,4,8,4,8,1,1,4,9,9,1,6,5,7
64001,517,1,1,1,8,3,10,7,2,5,8,5,9,1,2,7,9,4,6,4,6,
64001,518,2,2,5,2,2,9,7,2,2,4,5,9,2,8,6,10,6,7,2,8,3
64001,519,2,2,2,9,6,8,8,2,2,9,2,10,2,5,4,6,5,7,4,7,5
64001,520,1,1,4,9,3,7,5,1,3,7,1,9,1,7,8,10,5,6,4,6,1
64001,521,1,1,6,9,6,7,5,2,5,8,3,9,1,4,7,10,2,4,2,7,5
64001,522,1,,6,7,2,5,7,3,2,4,4,9,,9,8,10,3,6,5,8,3
64001,523,1,1,7,8,5,6,9,3,1,4,8,9,1,1,7,10,6,5,3,4,3
64001,524,2,2,8,10,4,9,5,2,2,6,2,7,2,4,7,9,5,2,8,6,3
64001,525,3,3,3,3,3,8,3,9,3,3,6,7,3,10,6,7,3,8,9,3,3
64001,526,2,2,4,6,5,9,2,2,9,6,2,7,2,8,2,7,5,8,2,10,5
64001,527,2,2,9,7,6,7,2,2,2,5,6,9,2,5,8,10,2,4,8,2,8
64001,528,2,2,9,8,5,9,2,2,6,6,2,7,2,4,10,8,6,2,5,4,3
64001,529,2,2,6,9,2,5,8,4,2,4,2,9,2,7,8,10,4,6,7,2,2
64001,530,1,1,8,8,4,5,1,1,5,7,7,6,1,3,10,8,4,6,9,1,2
64001,531,1,1,1,8,5,7,6,1,5,7,1,10,3,4,9,9,4,3,8,6,5
64001,532,1,1,8,8,1,9,2,4,3,5,3,10,1,7,9,6,5,7,5,4,3
64001,533,1,1,6,8,5,5,7,2,3,4,4,6,1,10,7,9,2,9,3,8,4
64001,534,3,1,6,3,3,8,9,1,1,4,7,9,1,6,10,5,5,1,8,6,4
64001,535,1,1,7,9,3,8,6,1,5,5,7,4,1,6,8,10,1,3,9,4,1
64001,536,1,1,4,8,1,10,5,6,1,4,5,7,1,3,7,5,8,1,9,8,6
64001,537,2,2,7,7,10,8,2,2,5,2,9,9,2,2,4,8,6,6,4,5,1
64001,538,1,1,5,10,5,7,6,4,3,7,1,8,2,2,9,9,4,3,6,8,
64001,539,2,2,8,7,4,9,5,2,2,7,4,10,2,2,9,8,2,6,6,2,6
64001,540,1,1,5,4,3,7,7,1,1,4,1,10,1,8,9,9,6,6,5,5,9
64001,541,1,1,8,8,7,10,2,3,4,5,5,6,1,1,9,9,3,6,4,7,6
64001,542,1,1,9,7,5,10,6,8,4,1,7,8,1,3,6,9,1,1,5,3,3
64001,543,10,2,5,7,2,5,2,2,2,7,2,8,2,6,2,9,2,9,8,6,5
64001,544,2,2,8,9,2,6,2,2,5,7,7,9,2,2,2,10,5,8,5,4,2
64001,545,1,1,8,7,1,9,1,1,6,3,6,9,1,6,4,10,5,5,8,4,4
64001,546,1,1,6,9,3,10,8,1,4,7,4,6,1,5,3,9,1,7,5,8,5
64001,547,1,1,7,9,3,10,6,2,5,2,4,8,1,6,4,8,3,9,7,5,5
64001,548,1,1,5,7,6,9,3,1,3,4,3,6,1,9,8,10,5,7,8,2,8
64001,549,2,2,10,8,5,8,7,2,2,6,2,6,2,4,2,9,2,9,7,5,5
64001,550,2,1,7,5,2,9,6,1,6,3,5,8,1,3,7,9,4,10,8,4,2
64001,551,1,1,8,8,3,9,7,2,1,4,5,9,2,3,6,10,5,7,4,6,7
64001,552,1,1,6,5,8,9,6,2,3,1,4,9,3,7,8,10,1,7,5,3,9
64001,553,2,2,2,5,2,7,2,2,5,2,7,6,2,2,9,9,2,8,7,10,9
64001,554,2,2,4,8,2,7,2,2,5,5,7,6,2,8,10,9,6,2,9,5,6
64001,555,1,1,7,4,7,9,10,1,6,5,8,5,1,4,9,8,6,1,3,1,5
64001,556,1,1,8,7,7,5,5,3,3,2,2,9,1,9,4,10,6,4,6,8,9
64001,557,1,1,5,8,7,9,1,1,5,4,6,8,1,4,10,7,3,6,3,9,
64001,558,1,1,8,4,5,6,5,1,7,9,6,10,1,1,9,8,7,3,3,4,3
64001,559,2,2,2,9,2,6,2,2,5,8,5,6,2,9,8,10,7,4,4,7,8
64001,560,2,2,10,9,2,9,8,2,2,4,4,5,2,2,6,7,6,5,8,7,1
64001,561,2,,2,8,5,10,8,3,1,4,6,9,,6,9,7,5,7,4,3,3
64001,562,4,1,5,9,6,7,5,1,7,4,1,10,2,3,1,6,3,8,9,8,3
64001,563,2,2,6,9,2,9,7,2,2,7,2,5,2,6,8,10,5,2,8,2,1
64001,564,1,1,5,7,4,9,8,1,2,5,3,6,1,6,7,10,3,8,4,9,7
64001,565,1,3,9,7,8,6,1,1,5,1,4,8,1,6,5,10,4,9,7,3,7
64001,566,1,1,6,6,8,7,5,1,3,4,4,9,1,8,3,10,2,9,5,7,
64001,567,1,1,5,10,5,9,8,2,3,3,6,2,1,7,6,8,4,7,9,4,7
64001,568,4,2,2,7,2,10,8,6,2,2,2,5,2,8,5,9,6,2,7,9,8
64001,569,1,1,5,4,1,9,8,1,3,4,6,7,1,8,1,9,7,3,6,10,2
64001,570,1,1,8,8,4,9,6,3,1,5,3,7,1,4,7,10,4,9,6,1,1
64001,571,1,1,6,9,4,9,3,3,6,5,4,7,1,5,8,10,1,8,1,7,6
64001,572,2,2,8,9,2,7,10,2,2,5,4,6,2,6,7,8,2,9,4,5,5
64001,573,2,2,5,9,4,10,7,2,2,2,2,6,2,4,6,9,5,8,8,7,9
64001,574,2,2,2,9,5,2,8,2,2,2,7,7,2,4,10,9,6,5,6,8,9
64001,575,2,2,6,8,4,7,9,2,2,5,2,7,2,8,4,10,2,5,9,6,5
64001,576,2,2,6,7,2,6,9,2,5,2,2,8,2,8,9,7,2,10,2,5,4
64001,577,2,2,8,2,9,8,6,2,2,9,2,7,2,10,5,6,2,2,2,6,1
64001,578,1,1,7,9,5,8,9,1,5,3,4,8,1,7,6,10,1,6,4,3,7
64001,579,2,2,2,7,8,2,9,2,8,2,2,6,2,2,10,9,5,5,6,7,4
64001,580,1,1,4,5,5,9,6,1,1,6,4,7,1,3,8,9,4,8,10,7,8
64001,581,2,2,6,9,2,2,5,2,2,9,6,2,2,8,6,10,2,8,5,7,9
64001,582,4,2,8,5,6,9,5,2,4,2,2,9,2,6,7,10,2,2,8,7,7
64001,583,1,1,1,8,6,10,7,5,4,3,3,9,1,4,7,9,1,6,5,8,3
64001,584,2,2,8,9,7,8,2,2,5,4,6,6,2,4,2,10,2,8,5,7,2
64001,585,1,1,7,5,4,7,9,1,1,8,5,6,1,4,8,9,3,10,3,6,6
64001,586,2,2,9,7,5,7,8,2,2,5,2,8,2,2,10,9,6,4,6,4,2
64001,587,1,1,9,10,1,9,8,1,6,7,5,5,1,3,6,7,3,4,8,3,4
64001,588,1,1,6,9,4,9,8,1,5,5,4,6,1,1,4,10,1,8,7,7,9
64001,589,1,1,9,8,4,10,5,1,1,1,4,6,1,6,7,7,5,9,8,3,5
64001,590,1,1,6,9,3,10,7,6,4,4,5,8,1,7,8,9,2,5,2,3,6
64001,591,1,1,6,8,5,9,10,2,3,4,2,5,1,7,7,9,4,8,6,3,8
64001,592,4,1,6,5,1,8,6,5,9,3,4,7,1,8,1,10,2,9,2,7,5
