Industry_NAICS6_MakeUse,X1111A0,X1111B0,X111200,X111300,X111400,X111900,X1121A0,X112120,X112A00,X112300,X113000,X114000,X115000,X211000,X212100,X2122A0,X212230,X212310,X2123A0,X213111,X21311A,X221100,X221200,X221300,X230301,X230302,X233210,X233230,X233240,X233262,X233293,X2332A0,X2332B0,X233411,X233412,X2334A0,X321100,X321200,X321910,X3219A0,X327100,X327200,X327310,X327320,X327330,X327390,X327400,X327910,X327991,X327992,X327993,X327999,X331110,X331200,X33131A,X331314,X33131B,X331411,X331419,X331420,X331490,X331510,X331520,X33211A,X332114,X33211B,X332200,X332310,X332320,X332410,X332420,X332430,X332500,X332600,X332710,X332720,X332800,X33291A,X332913,X332991,X33299A,X332996,X33299B,X333111,X333112,X333120,X333130,X33329A,X333220,X333295,X33331A,X333313,X333314,X333315,X33341A,X333414,X333415,X333511,X33351A,X333514,X33351B,X333611,X333612,X333613,X333618,X33391A,X333912,X333920,X333991,X33399A,X333993,X333994,X33399B,X334111,X334112,X33411A,X334210,X334220,X334290,X334300,X33441A,X334413,X334418,X334510,X334511,X334512,X334513,X334514,X334515,X334516,X334517,X33451A,X334610,X335110,X335120,X335210,X335221,X335222,X335224,X335228,X335311,X335312,X335313,X335314,X335911,X335912,X335920,X335930,X335991,X335999,X336111,X336112,X336120,X336211,X336212,X336213,X336214,X336310,X336320,X3363A0,X336350,X336360,X336370,X336390,X336411,X336412,X336413,X336414,X33641A,X336500,X336611,X336612,X336991,X336992,X336999,X337110,X337121,X337122,X33712A,X337127,X33721A,X337215,X337900,X339112,X339113,X339114,X339115,X339116,X339910,X339920,X339930,X339940,X339950,X339990,X311111,X311119,X311210,X311221,X31122A,X311225,X311230,X311300,X311410,X311420,X31151A,X311513,X311514,X311520,X31161A,X311615,X311700,X311810,X3118A0,X311910,X311920,X311930,X311940,X311990,X312110,X312120,X312130,X312140,X312200,X313100,X313200,X313300,X314110,X314120,X314900,X315000,X316000,X322110,X322120,X322130,X322210,X322220,X322230,X322291,X322299,X323110,X323120,X324110,X324121,X324122,X324190,X325110,X325120,X325130,X325180,X325190,X325211,X3252A0,X325310,X325320,X325411,X325412,X325413,X325414,X325510,X325520,X325610,X325620,X325910,X3259A0,X326110,X326120,X326130,X326140,X326150,X326160,X326190,X326210,X326220,X326290,X420000,X441000,X445000,X452000,X4A0000,X481000,X482000,X483000,X484000,X485000,X486000,X48A000,X492000,X493000,X511110,X511120,X511130,X5111A0,X511200,X512100,X512200,X515100,X515200,X517110,X517210,X517A00,X518200,X5191A0,X519130,X52A000,X522A00,X523A00,X523900,X524100,X524200,X525000,X531000,X532100,X532A00,X532400,X533000,X541100,X541511,X541512,X54151A,X541200,X541300,X541400,X541610,X5416A0,X541700,X541800,X5419A0,X541920,X541940,X550000,X561100,X561200,X561400,X561600,X561700,X561900,X561300,X561500,X562000,X611100,X611A00,X611B00,X621100,X621200,X621300,X621400,X621500,X621600,X621900,X622000,X623A00,X623B00,X624100,X624A00,X624400,X711100,X711200,X711A00,X711500,X712000,X713100,X713200,X713900,X721000,X722110,X722211,X722A00,X811100,X811200,X811300,X811400,X812100,X812200,X812300,X812900,X813100,X813A00,X813B00,X814000,S00500,S00600,X491000,S00700,S00201,S00202,S00203
332500,0,0,0,0,0,0,12.02,0,0,0,12.02,198.39,36.07,54.11,48.09,0,0,30.06,0,0,0,6.01,0,0,1094.15,565.11,162.32,42.08,318.63,312.61,12.02,240.47,697.37,2284.49,769.51,1887.71,0,150.3,1635.21,336.66,0,0,60.12,24.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.05,2272.46,0,0,0,3264.41,0,420.83,2368.65,0,24.05,6.01,0,0,0,36.07,0,0,258.51,0,0,0,0,6.01,0,0,0,0,0,474.93,0,0,0,0,6.01,0,0,66.13,0,0,6.01,0,0,0,0,6.01,0,0,192.38,0,0,0,0,0,132.26,0,6.01,0,0,0,0,0,0,6.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1587.12,2855.61,192.38,745.46,204.4,0,6.01,24.05,6.01,54.11,78.15,48.09,0,300.59,817.61,1478.91,1376.7,0,0,6.01,18.04,1418.79,0,0,0,901.77,949.87,300.59,24.05,78.15,943.85,204.4,0,0,0,0,0,0,0,0,0,0,1298.55,378.74,0,0,0,0,0,0,0,0,0,0,6.01,12.02,0,0,0,0,0,30.06,0,0,0,0,0,0,36.07,18.04,0,0,0,0,0,0,0,0,0,0,84.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,336.66,0,0,0,0,0,0,0,0,360.71,0,1442.83,0,270.53,144.28,210.41,0,5813.42,0,210.41,0,198.39,6.01,0,6.01,84.17,60.12,6.01,0,0,102.2,6.01,0,0,0,0,589.16,366.72,18.04,12.02,0,0,12.02,30.06,30.06,48.09,114.22,132.26,0,6.01,36.07,0,90.18,0,0,0,18.04,0,0,366.72,595.17,6.01,0,144.28,18.04,0,0,12.02,6.01,6.01,0,84.17,30.06,643.26,48.09,6.01,0,192.38,0,6.01,0,0,0,0,0,36.07,12.02,48.09,66.13,0,0,186.37,2663.23,48.09,0,0,0,0,0,0,0,126.25,18.04,2428.77,775.52,228.45,1082.13,6.01,42.08,24.05,0,0,36.07,0,0,36.07,6.01,0,2248.42,42.08,0,0,0,18.04,84.17
332600,0,0,0,0,0,0,5464.74,0,0,0,0,264.52,0,0,0,0,30.06,0,0,18.04,24.05,0,0,0,198.39,90.18,36.07,12.02,414.81,132.26,30.06,150.3,174.34,120.24,6.01,114.22,0,0,0,6.01,0,0,0,0,0,0,0,0,0,0,0,0,0,2428.77,0,0,0,0,0,0,0,0,18.04,6.01,0,36.07,24.05,84.17,18.04,18.04,6.01,6.01,114.22,1442.83,414.81,306.6,30.06,36.07,6.01,0,30.06,12.02,24.05,12.02,0,60.12,54.11,54.11,0,18.04,12.02,0,0,0,0,6.01,30.06,6.01,0,6.01,6.01,12.02,0,6.01,6.01,0,6.01,6.01,0,156.31,12.02,6.01,6.01,0,0,0,0,36.07,0,6.01,6.01,0,0,306.6,0,0,18.04,6.01,6.01,18.04,6.01,12.02,0,0,6.01,0,6.01,6.01,6.01,114.22,18.04,12.02,30.06,30.06,6.01,6.01,0,42.08,0,0,661.3,2524.96,408.8,721.42,6.01,0,6.01,42.08,6.01,72.14,150.3,60.12,78.15,90.18,4292.43,739.45,1929.79,0,0,1310.57,0,0,6.01,0,6.01,0,186.37,36.07,18.04,24.05,6.01,6.01,2879.66,6.01,18.04,6.01,0,0,6.01,6.01,6.01,0,6.01,336.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.28,0,0,547.07,0,0,0,0,0,0,0,0,0,0,0,0,384.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.01,0,48.09,559.1,78.15,54.11,24.05,108.21,6.01,0,0,240.47,84.17,12.02,0,174.34,108.21,0,0,0,0,0,0,0,0,0,30.06,54.11,0,156.31,0,0,0,0,0,0,0,0,0,12.02,24.05,0,0,0,0,0,42.08,0,0,655.29,0,0,0,96.19,0,0,0,0,504.99,0,0,18.04,0,318.63,30.06,0,0,168.33,0,0,0,0,0,0,0,0,0,0,42.08,6.01,0,0,114.22,0,0,0,0,66.13,0,0,0,12.02,0,120.24,6.01,0,1454.86,12.02,18.04,24.05,0,0,0,0,0,0,0,0,24.05,6.01,0,0,0,18.04,835.64
332710,12.02,72.14,6.01,6.01,6.01,12.02,6.01,42.08,6.01,6.01,0,42.08,12.02,66.13,54.11,198.39,54.11,30.06,54.11,12.02,30.06,360.71,0,0,787.55,462.91,210.41,48.09,390.77,715.41,270.53,733.44,643.26,1052.07,144.28,3005.91,156.31,312.61,763.5,372.73,222.44,547.07,198.39,661.3,252.5,246.48,60.12,36.07,96.19,90.18,138.27,42.08,1388.73,769.51,252.5,523.03,4082.02,24.05,18.04,523.03,1929.79,1563.07,787.55,294.58,96.19,414.81,246.48,3931.72,7857.44,613.2,246.48,312.61,438.86,312.61,6835.43,1064.09,1376.7,1430.81,276.54,240.47,913.8,414.81,661.3,306.6,78.15,1887.71,2332.58,3054,114.22,853.68,432.85,18.04,72.14,6.01,78.15,102.2,553.09,432.85,240.47,559.1,348.69,414.81,204.4,216.43,180.35,396.78,198.39,3264.41,102.2,270.53,384.76,246.48,661.3,330.65,216.43,258.51,204.4,817.61,150.3,96.19,859.69,715.41,414.81,372.73,390.77,96.19,697.37,348.69,336.66,769.51,360.71,625.23,174.34,156.31,408.8,54.11,240.47,60.12,42.08,78.15,186.37,354.7,649.28,703.38,78.15,120.24,300.59,480.94,90.18,553.09,679.33,1484.92,258.51,511,168.33,30.06,162.32,3558.99,390.77,2909.72,6372.52,2056.04,1767.47,6889.54,426.84,60.12,655.29,114.22,120.24,1003.97,102.2,300.59,192.38,48.09,132.26,631.24,120.24,48.09,126.25,186.37,282.56,342.67,144.28,444.87,595.17,168.33,156.31,60.12,120.24,126.25,42.08,78.15,276.54,3985.83,12.02,12.02,0,0,0,0,6.01,336.66,36.07,294.58,12.02,12.02,0,0,12.02,60.12,6.01,480.94,0,240.47,0,12.02,72.14,42.08,529.04,156.31,937.84,456.9,216.43,78.15,108.21,174.34,162.32,114.22,174.34,36.07,36.07,144.28,1893.72,1220.4,1815.57,1226.41,360.71,523.03,372.73,2561.03,252.5,90.18,6.01,54.11,54.11,90.18,66.13,144.28,330.65,763.5,835.64,517.02,198.39,174.34,6.01,30.06,6.01,6.01,288.57,300.59,907.78,835.64,108.21,607.19,769.51,210.41,66.13,180.35,114.22,240.47,3246.38,300.59,84.17,1514.98,523.03,324.64,12.02,12.02,168.33,1328.61,637.25,108.21,1611.17,432.85,42.08,1316.59,126.25,156.31,697.37,276.54,168.33,144.28,138.27,18.04,24.05,0,0,1587.12,6408.59,168.33,54.11,0,0,12.02,30.06,30.06,6.01,0,0,0,138.27,18.04,0,252.5,0,0,6.01,42.08,6.01,0,402.79,48.09,108.21,18.04,529.04,108.21,24.05,0,24.05,2446.81,48.09,18.04,444.87,72.14,601.18,180.35,18.04,6.01,24.05,42.08,18.04,517.02,6.01,0,0,60.12,12.02,24.05,18.04,66.13,24.05,0,0,0,0,0,0,0,6.01,0,6.01,12.02,78.15,6.01,0,0,0,1671.28,72.14,426.84,751.48,6.01,0,72.14,126.25,0,0,0,0,0,0,979.93,18.04,0,18.04,1959.85
332720,0,0,0,0,0,0,0,0,0,0,0,0,0,126.25,1232.42,372.73,78.15,30.06,96.19,30.06,60.12,132.26,0,0,276.54,156.31,90.18,12.02,4647.13,228.45,78.15,186.37,228.45,366.72,48.09,402.79,48.09,72.14,336.66,252.5,60.12,150.3,60.12,198.39,78.15,72.14,18.04,6.01,30.06,30.06,48.09,12.02,577.13,150.3,60.12,78.15,144.28,6.01,0,90.18,126.25,162.32,102.2,102.2,553.09,823.62,943.85,3132.15,4599.04,330.65,114.22,168.33,865.7,252.5,1893.72,3011.92,553.09,2116.16,108.21,210.41,649.28,48.09,2164.25,985.94,991.95,2500.91,78.15,1112.19,306.6,1845.63,378.74,12.02,102.2,6.01,48.09,144.28,1226.41,144.28,144.28,414.81,396.78,541.06,276.54,144.28,1935.8,1003.97,661.3,1172.3,66.13,1328.61,126.25,108.21,859.69,18.04,78.15,126.25,348.69,697.37,679.33,318.63,991.95,66.13,390.77,1436.82,769.51,204.4,835.64,637.25,210.41,649.28,655.29,1040.04,240.47,18.04,1136.23,186.37,426.84,378.74,186.37,348.69,1052.07,1418.79,492.97,324.64,168.33,42.08,42.08,763.5,18.04,156.31,2158.24,3186.26,1448.85,1370.69,697.37,42.08,414.81,5621.04,937.84,2777.46,5759.31,655.29,2524.96,4544.93,883.74,162.32,1502.95,12.02,48.09,1508.96,144.28,769.51,108.21,462.91,72.14,204.4,30.06,6.01,66.13,54.11,132.26,156.31,54.11,330.65,733.44,150.3,18.04,30.06,60.12,553.09,24.05,24.05,126.25,529.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,715.41,294.58,300.59,150.3,0,24.05,42.08,66.13,54.11,36.07,54.11,12.02,12.02,30.06,384.76,258.51,396.78,252.5,72.14,138.27,78.15,757.49,66.13,72.14,6.01,42.08,18.04,48.09,18.04,48.09,102.2,234.46,198.39,66.13,60.12,54.11,0,12.02,0,0,90.18,96.19,276.54,270.53,36.07,156.31,246.48,72.14,24.05,54.11,36.07,54.11,745.46,132.26,30.06,769.51,30.06,24.05,72.14,12.02,30.06,6.01,48.09,36.07,529.04,6.01,12.02,438.86,823.62,336.66,210.41,96.19,48.09,90.18,156.31,24.05,12.02,6.01,6.01,288.57,486.96,30.06,102.2,0,54.11,0,0,0,0,0,186.37,0,0,6.01,6.01,90.18,60.12,6.01,0,0,0,0,6.01,6.01,30.06,6.01,6.01,84.17,12.02,6.01,0,0,0,0,30.06,30.06,66.13,108.21,6.01,0,30.06,0,6.01,0,54.11,48.09,12.02,36.07,30.06,30.06,12.02,24.05,6.01,0,0,372.73,0,0,0,0,0,6.01,6.01,0,12.02,18.04,84.17,342.67,30.06,1016,54.11,577.13,294.58,30.06,90.18,6.01,12.02,0,0,0,0,60.12,36.07,204.4,0,0,0,0
332800,0,0,0,0,0,0,0,0,0,0,0,0,0,192.38,156.31,631.24,174.34,78.15,174.34,42.08,90.18,420.83,0,0,1094.15,631.24,306.6,66.13,372.73,973.91,372.73,709.39,955.88,1436.82,186.37,4334.52,156.31,324.64,715.41,318.63,246.48,619.22,246.48,889.75,330.65,324.64,84.17,48.09,126.25,120.24,186.37,60.12,2524.96,637.25,252.5,330.65,1334.62,36.07,12.02,360.71,709.39,865.7,625.23,174.34,72.14,270.53,120.24,2885.67,132.26,432.85,162.32,234.46,264.52,180.35,709.39,444.87,4394.63,889.75,150.3,42.08,583.15,282.56,348.69,186.37,48.09,336.66,1202.36,517.02,42.08,324.64,204.4,18.04,54.11,6.01,18.04,66.13,228.45,144.28,78.15,174.34,120.24,216.43,54.11,96.19,108.21,84.17,84.17,1070.1,48.09,102.2,174.34,144.28,150.3,228.45,162.32,192.38,162.32,336.66,90.18,96.19,571.12,264.52,240.47,529.04,649.28,48.09,456.9,186.37,168.33,547.07,270.53,396.78,174.34,78.15,288.57,30.06,162.32,156.31,108.21,114.22,372.73,228.45,462.91,414.81,54.11,198.39,174.34,210.41,78.15,264.52,631.24,1316.59,210.41,859.69,120.24,24.05,114.22,661.3,258.51,1599.14,4815.46,829.63,1965.86,1280.52,300.59,30.06,511,324.64,78.15,240.47,60.12,168.33,138.27,30.06,96.19,841.65,84.17,30.06,102.2,132.26,210.41,240.47,174.34,252.5,384.76,120.24,78.15,42.08,78.15,144.28,30.06,48.09,174.34,859.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2885.67,1178.31,1226.41,0,282.56,102.2,192.38,222.44,222.44,150.3,234.46,48.09,36.07,144.28,1701.34,1106.17,1713.37,1028.02,306.6,583.15,300.59,2801.5,264.52,312.61,36.07,186.37,78.15,120.24,84.17,198.39,450.89,1028.02,853.68,336.66,234.46,234.46,6.01,42.08,6.01,6.01,384.76,402.79,1208.37,1118.2,120.24,685.35,1016,282.56,90.18,234.46,150.3,234.46,2194.31,258.51,114.22,1016,96.19,1286.53,0,0,174.34,192.38,30.06,1346.65,3011.92,96.19,54.11,883.74,0,150.3,859.69,378.74,192.38,174.34,348.69,6.01,66.13,240.47,42.08,4280.41,9540.74,228.45,0,0,42.08,0,0,0,0,0,0,0,66.13,733.44,0,144.28,0,0,0,18.04,0,0,150.3,0,6.01,0,48.09,0,0,0,0,0,0,18.04,42.08,763.5,0,42.08,0,0,0,0,6.01,18.04,0,0,0,0,0,0,0,24.05,6.01,0,0,0,0,0,0,0,0,0,0,0,0,6.01,0,0,0,2158.24,120.24,727.43,649.28,0,0,0,0,0,0,0,0,0,36.07,1533.01,0,0,0,378.74
33291A,0,0,0,0,0,0,0,0,0,0,0,0,0,6781.32,0,0,66.13,0,0,42.08,54.11,0,1196.35,0,1220.4,120.24,853.68,757.49,583.15,1382.72,1623.19,2086.1,4412.67,2428.77,234.46,1238.43,0,0,0,504.99,0,0,0,0,0,6.01,0,0,0,0,0,0,739.45,24.05,66.13,0,0,0,0,0,0,18.04,0,54.11,24.05,114.22,66.13,1689.32,787.55,240.47,390.77,48.09,78.15,60.12,703.38,234.46,150.3,6294.37,54.11,12.02,246.48,601.18,114.22,1190.34,252.5,7178.1,967.9,1382.72,715.41,2849.6,1184.33,186.37,18.04,0,535.05,42.08,1671.28,78.15,240.47,102.2,336.66,775.52,12.02,36.07,360.71,1581.11,1791.52,1346.65,18.04,1845.63,36.07,66.13,264.52,6.01,24.05,30.06,6.01,348.69,18.04,0,90.18,6.01,6.01,90.18,30.06,6.01,216.43,60.12,36.07,198.39,48.09,150.3,6.01,0,48.09,6.01,48.09,48.09,54.11,42.08,180.35,42.08,0,0,120.24,78.15,0,0,0,30.06,985.94,4731.3,511,348.69,102.2,6.01,24.05,1539.02,288.57,3126.14,1076.11,0,456.9,1196.35,6083.95,276.54,2080.09,336.66,66.13,360.71,1953.84,24.05,60.12,504.99,36.07,0,6.01,6.01,18.04,12.02,36.07,42.08,6.01,84.17,162.32,42.08,0,0,18.04,24.05,6.01,6.01,0,162.32,0,0,0,0,0,6.01,0,84.17,0,0,36.07,42.08,60.12,18.04,0,0,0,0,0,42.08,0,18.04,0,0,559.1,450.89,324.64,0,312.61,0,0,0,0,0,0,0,0,222.44,1334.62,841.65,0,0,0,0,0,0,0,0,210.41,0,0,126.25,102.2,126.25,571.12,1478.91,252.5,48.09,78.15,198.39,0,0,0,0,138.27,0,0,1118.2,0,943.85,0,0,0,0,150.3,0,504.99,60.12,0,414.81,114.22,42.08,30.06,0,42.08,0,0,0,1106.17,72.14,0,0,258.51,336.66,0,150.3,0,0,0,0,0,0,8152.02,3492.86,366.72,30.06,444.87,0,24.05,0,0,0,0,0,0,0,6.01,0,0,66.13,0,0,0,252.5,0,0,1833.6,0,0,0,312.61,0,0,0,6.01,30.06,0,0,0,6.01,2098.12,0,0,0,1250.46,0,18.04,0,0,0,0,0,0,0,0,0,0,0,12.02,48.09,78.15,0,0,0,0,0,0,0,42.08,24.05,324.64,210.41,0,1058.08,12.02,943.85,132.26,0,0,0,6.01,0,6.01,6.01,0,1929.79,6.01,0,0,0,90.18,5320.45
332913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1677.3,769.51,919.81,78.15,240.47,1508.96,84.17,1070.1,1076.11,2861.62,793.56,1989.91,0,0,0,138.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,895.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.12,0,0,0,0,0,0,0,0,0,0,114.22,0,0,0,0,0,156.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.05,108.21,0,0,0,0,0,0,168.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,613.2,0,0,0,0,0,0,0,54.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96.19,168.33,6.01,1064.09,0,0,0,0,0,0,0,0,0,0,0,0,60.12,0,0,0,0,0,0,0,0,0,0,42.08,0,0,0,0,0,0,0,0,0,96.19,0,0,0,48.09,84.17,18.04,0,30.06,0,0,0,0,0,0,36.07,0,0,30.06,48.09,48.09,6.01,0,0,0,0,0,0,72.14,18.04,1983.9,535.05,222.44,0,0,0,0,0,0,0,0,0,0,6.01,0,0,0,0,0,0,0,0
332991,0,0,0,0,0,0,0,0,0,0,0,0,0,420.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36.07,0,0,0,0,0,0,0,0,0,0,0,0,0,847.67,0,0,0,0,0,0,0,0,0,42.08,18.04,84.17,24.05,877.72,36.07,126.25,48.09,72.14,72.14,48.09,114.22,54.11,210.41,246.48,42.08,5446.7,174.34,84.17,84.17,1184.33,342.67,1172.3,144.28,511,72.14,300.59,60.12,6.01,18.04,0,48.09,18.04,817.61,42.08,162.32,42.08,216.43,276.54,589.16,432.85,66.13,655.29,589.16,865.7,102.2,60.12,240.47,48.09,517.02,6.01,30.06,42.08,6.01,30.06,12.02,18.04,114.22,6.01,18.04,96.19,42.08,6.01,126.25,42.08,24.05,126.25,60.12,90.18,6.01,0,66.13,6.01,54.11,42.08,48.09,36.07,96.19,1052.07,162.32,168.33,18.04,48.09,0,258.51,0,54.11,402.79,444.87,120.24,66.13,36.07,6.01,30.06,715.41,264.52,2134.19,2434.78,252.5,330.65,3102.09,450.89,144.28,420.83,0,12.02,637.25,12.02,24.05,42.08,12.02,24.05,0,6.01,6.01,24.05,24.05,54.11,60.12,6.01,54.11,96.19,30.06,0,18.04,24.05,24.05,6.01,6.01,48.09,192.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.01,0,0,0,0,0,0,0,48.09,0,300.59,6.01,12.02,0,0,6.01,0,30.06,0,0,312.61,66.13,18.04,0,0,0,0,0,0,0,0,0,0,108.21,1575.09,1995.92,90.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.08,0,0,0,0,0,0,0,0,24.05,0,0,0,0,270.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.28,156.31,511,96.19,0,0,0,0,0,0,0,0,3252.39,6.01,0,0,48.09,0,150.3
33299A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5158.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,324.64,0,0,0,18.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42.08,0,0,0,0,0,0,0,943.85,0,0,0,0,0,0,0,0,16983.37,96.19,0,0,0,0,0
332996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1713.37,793.56,595.17,739.45,0,3979.82,0,1064.09,649.28,3354.59,372.73,2146.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1575.09,0,402.79,1034.03,0,0,0,0,0,0,2236.39,0,0,0,1641.22,84.17,0,0,0,0,0,0,0,126.25,0,0,0,0,102.2,114.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,420.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18.04,0,0,0,0,0,0,0,583.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60.12,0,0,0,0,0,0,0,0,60.12,0,0,0,0,0,0,0,0,6.01,96.19,108.21,6.01,12.02,0,0,0,0,0,0,0,0,0,0,0,0,246.48,0,0,0,48.09,0,0,426.84,0,0,0,12.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.09,0,0,0,0,0,54.11,0,0,0,48.09,96.19,48.09,6.01,0,0,0,0,0,0,108.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72.14
